#PROTOCOL.TAB
#abid_(App ID)_(Behavior ID)=(category name):(app name):(behavior name):(QoS priority):(Init_BW):(Parental_control ID):(Category_ID_2):(Category_ID_3):(Weight)
abid_0660_06=Computer and Internet Info:DNS:DataFlow:0:512:5:0:0:30
abid_0953_06=Computer and Internet Info:FTP:DataFlow:4:512:5:0:0:50
abid_1179_06=Computer and Internet Info:HTTP:DataFlow:3:512:5:0:0:10
abid_1244_06=Computer and Internet Info:IMAP:DataFlow:3:512:5:0:0:50
abid_1842_06=Computer and Internet Info:NTP:DataFlow:3:512:5:0:0:50
abid_2018_06=Computer and Internet Info:POP3:DataFlow:3:512:5:0:0:50
abid_2224_06=Computer and Internet Info:SAMBA:DataFlow:4:512:5:0:0:50
abid_2381_06=Computer and Internet Info:SMTP:DataFlow:3:512:5:0:0:50
abid_3217_06=Computer and Internet Info:STUN:DataFlow:3:512:5:0:0:10
abid_4367_06=Computer and Internet Info:TFTP:DataFlow:4:512:5:0:0:50
abid_3241_06=File Hosting / Storage:4Shared:DataFlow:4:512:47:0:0:50
abid_0074_01=File Hosting / Storage:Adrive:Login:4:512:47:0:0:50
abid_0165_06=Shareware and Freeware:Apple App Store:DataFlow:3:512:30:0:0:50
abid_1064_06=File Hosting / Storage:ASUS WebStorage:DataFlow:4:512:47:0:0:50
abid_0236_06=File Hosting / Storage:Baidu Pan:DataFlow:4:512:47:0:0:50
abid_3266_06=File Hosting / Storage:Baidu ShouJiZhuShou:DataFlow:4:512:47:0:0:50
abid_0371_06=File Hosting / Storage:Box.com:DataFlow:4:512:47:0:0:50
abid_0684_06=File Hosting / Storage:DropBox:DataFlow:4:512:47:0:0:50
abid_3204_06=File Hosting / Storage:Firedrive:DataFlow:4:512:47:0:0:50
abid_3256_06=File Hosting / Storage:G Cloud Backup:DataFlow:4:512:47:0:0:50
abid_1067_03=File Hosting / Storage:Google Drive:File Transfer:4:512:47:0:0:40
abid_1072_03=Shareware and Freeware:Google Play:File Transfer:4:512:30:0:0:50
abid_0049_06=File Hosting / Storage:iCloud:DataFlow:4:512:47:0:0:50
abid_3448_06=File Hosting / Storage:Linux Apt-Get:DataFlow:4:512:47:0:0:20
abid_1476_06=Shareware and Freeware:Linux Yum:DataFlow:4:512:30:0:0:50
abid_1562_06=File Hosting / Storage:MediaFire:DataFlow:4:512:47:0:0:50
abid_1573_06=File Hosting / Storage:MEGA:DataFlow:4:512:47:0:0:50
abid_1601_06=File Hosting / Storage:Microsoft Office Apps:DataFlow:4:512:47:0:0:40
abid_1603_06=File Hosting / Storage:Microsoft OneDrive:DataFlow:4:512:47:0:0:70
abid_1798_06=File Hosting / Storage:Netload:DataFlow:4:512:47:0:0:50
abid_3439_06=File Hosting / Storage:pCloud:DataFlow:4:512:47:0:0:20
abid_0786_06=File Hosting / Storage:Synology Cloud Station:DataFlow:4:512:47:0:0:50
abid_0572_06=File Hosting / Storage:Tencent MyApp:DataFlow:4:512:47:0:0:40
abid_3257_06=Entertainment and Arts:VSCO Cam:DataFlow:4:512:21:0:0:50
abid_2911_06=Shareware and Freeware:Wandoujia:DataFlow:4:512:30:0:0:50
abid_3079_06=File Hosting / Storage:Yandex Disk:DataFlow:4:512:47:0:0:70
abid_3218_06=File Hosting / Storage:Zip Cloud:DataFlow:4:512:47:0:0:50
abid_3197_06=Games:EA Games Downloader:DataFlow:4:512:34:0:0:50
abid_2906_06=Shareware and Freeware:Flashget:DataFlow:4:512:30:0:0:30
abid_3242_06=Games:8 Ball Pool:DataFlow:0:512:34:0:0:50
abid_3453_06=Games:Agar.io:DataFlow:0:512:34:0:0:50
abid_0241_06=Games:Baidu Youxi:DataFlow:0:512:34:0:0:50
abid_3458_06=Games:Battle Camp:DataFlow:0:512:34:0:0:20
abid_0255_06=Games:Battlefield (video game series):DataFlow:0:512:34:0:0:50
abid_0254_06=Games:Battle.net:DataFlow:0:512:34:0:0:40
abid_0263_06=Games:Beanfun:DataFlow:0:512:34:0:0:50
abid_3868_06=Games:BeatGather:DataFlow:0:512:34:0:0:50
abid_3869_06=Games:BEAT MP3:DataFlow:0:512:34:0:0:50
abid_3226_06=Games:Big Fish Casino:DataFlow:0:512:34:0:0:50
abid_3412_06=Games:BigKool 2015:DataFlow:0:512:34:0:0:50
abid_3821_06=Games:Bokudora:DataFlow:0:512:34:0:0:50
abid_2714_06=Games:Boom Beach:DataFlow:0:512:34:0:0:50
abid_3452_06=Games:Brave Frontier:DataFlow:0:512:34:0:0:20
abid_0410_06=Games:Call of Duty:DataFlow:0:512:34:0:0:50
abid_0417_06=Games:Candy Crush:DataFlow:0:512:34:0:0:50
abid_3224_06=Games:Clash of Clans:DataFlow:0:512:34:0:0:50
abid_3263_06=Games:Clash of Kings:DataFlow:0:512:34:0:0:50
abid_0307_06=Games:Clash Royale:DataFlow:0:512:34:0:0:50
abid_3863_06=Games:Colopl.bgirl:DataFlow:0:512:34:0:0:50
abid_0541_06=Games:Counter Strike Online:DataFlow:0:512:34:0:0:50
abid_3211_06=Games:Dark Avenger 2:DataFlow:0:512:34:0:0:50
abid_3251_06=Games:Dark Of The Demons:DataFlow:0:512:34:0:0:50
abid_3454_06=Games:Deck Heroes:DataFlow:0:512:34:0:0:20
